ratingScore,reviewTitle,reviewId,reviewUrl,reviewDescription,reviewImages,date,position,variant,totalCategoryRatings
4,Bluetooth speaker,R47DEKWT97TZ4,https://www.amazon.in/gp/customer-reviews/R47DEKWT97TZ4/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Everything is good except Black colour.,[],2024-09-18,71,"Colour: Play(Black), Style Name: PLAY",
5,Satisfied,R11ZBPLHFSABZS,https://www.amazon.in/gp/customer-reviews/R11ZBPLHFSABZS/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Acha hai sound quality is very clear sufficient for a room,['https://m.media-amazon.com/images/I/612-5YmOPxL._SY88.jpg'],2024-12-06,72,"Colour: Play(Black), Style Name: PLAY",
4,Good sound at a modest price,REKCDE5GN5IBW,https://www.amazon.in/gp/customer-reviews/REKCDE5GN5IBW/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Don't let the price fool you. This is a decent speaker. I would rate the sound quality as 4/5. This speaker is good enough to listen to music. Mids and lows are okay. Loudness is good, unlikely you would be playing this at full volume. Distortion is minimal at max volume. This speaker isn't meant for an audiophile. If I had to compare it to my Panasonic music system (5.1 speakers) or Anker soundcore mini, those would score a notch above in terms of sound quality, but those cost 5 times more. So sound quality and affordability together, this speaker is unbeatable. Would I buy this again - 50% likely.",[],2024-11-21,17,"Colour: Play (Turquoise), Style Name: PLAY",
4,Nice,R3CME8LF1NGEEY,https://www.amazon.in/gp/customer-reviews/R3CME8LF1NGEEY/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Good product in this price,[],2024-12-20,18,"Colour: Play (Blue), Style Name: PLAY",
4,Good,ROKOV342NX6N5,https://www.amazon.in/gp/customer-reviews/ROKOV342NX6N5/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,I gave 4 star rating instead 5 just because of a small drawback that is charging cable length. Which is very short.Apart from it is value of money.,[],2024-11-30,19,"Colour: Play(Black), Style Name: PLAY",
4,It's output and loudness is quite nice at this price bracket,R2857C7RKNH2WO,https://www.amazon.in/gp/customer-reviews/R2857C7RKNH2WO/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,The loudness is enough and no distortion upon 90% volume,['https://m.media-amazon.com/images/I/71Xni3O-ktL._SY88.jpg'],2024-12-09,20,"Colour: Play (Turquoise), Style Name: PLAY",
4,Good,R16O0BRZ2WP7AP,https://www.amazon.in/gp/customer-reviews/R16O0BRZ2WP7AP/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Good one,[],2024-12-07,21,"Colour: Play(Black), Style Name: PLAY",
4,Amazing sound,R2G4Q0ATEUOMMB,https://www.amazon.in/gp/customer-reviews/R2G4Q0ATEUOMMB/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,"Easy bluetooth connectivity, charging is good, easily control volume",[],2024-11-30,22,"Colour: Play(Black), Style Name: PLAY",
4,After package opened the below details Noted,R2QCXTH6GXM52K,https://www.amazon.in/gp/customer-reviews/R2QCXTH6GXM52K/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,1. I bought the speaker Green colour2. Sound was quite Good3. The build quality is not Rugged but it's very decent Build quality.4. This will use for our desk or In our Single bedroom while watching YouTube or OTT in the tab or mobile those get's benefits.,"['https://m.media-amazon.com/images/I/61Qd9Pj4BnL._SY88.jpg', 'https://m.media-amazon.com/images/I/61xpmX+T+4L._SY88.jpg', 'https://m.media-amazon.com/images/I/61yGdI357VL._SY88.jpg']",2024-11-11,23,"Colour: Play (Green), Style Name: PLAY",
3,Good,RSW1LEG1BAC92,https://www.amazon.in/gp/customer-reviews/RSW1LEG1BAC92/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,"Package is not sealed, it's openedis it used product?",[],2025-01-20,24,"Colour: Play (Blue), Style Name: PLAY",
5,Good music 🎵 🎶,R1LKXYKEVLD13D,https://www.amazon.in/gp/customer-reviews/R1LKXYKEVLD13D/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,The media could not be loaded.,[],2025-01-26,49,"Colour: Play (Green), Style Name: PLAY",
4,Good sound quality,RP3FR8QCB1A60,https://www.amazon.in/gp/customer-reviews/RP3FR8QCB1A60/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Value for money product. Sound quality is good vocals are clear bass ok-ok types.,[],2024-10-04,50,"Colour: Play(Black), Style Name: PLAY",
4,NICE,R22ZRHVZV53GHC,https://www.amazon.in/gp/customer-reviews/R22ZRHVZV53GHC/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,SIZE KE HISAB SE VOLUME BAHUT ACHHA HAI,[],2024-10-17,51,"Colour: Play(Black), Style Name: PLAY",
5,Sound Quality and also affordable price,R3RG11IILLU03T,https://www.amazon.in/gp/customer-reviews/R3RG11IILLU03T/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,I'm satisfied with MIVI Speaker...Nice Sound Quality,"['https://m.media-amazon.com/images/I/71Y6BzydkLL._SY88.jpg', 'https://m.media-amazon.com/images/I/71gGznoqn6L._SY88.jpg']",2024-12-31,52,"Colour: Play (Green), Style Name: PLAY",
4,Mivi,R382BMYQW08ZZ6,https://www.amazon.in/gp/customer-reviews/R382BMYQW08ZZ6/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Good,[],2024-10-10,53,"Colour: Play(Black), Style Name: PLAY",
4,Mivi,RD46SKLNOFDF7,https://www.amazon.in/gp/customer-reviews/RD46SKLNOFDF7/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Good,[],2024-10-18,54,"Colour: Play (Blue), Style Name: PLAY",
5,Nice,R1J37NCT8GRD65,https://www.amazon.in/gp/customer-reviews/R1J37NCT8GRD65/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,It's helpful for laptops and cell phones,[],2024-12-24,55,"Colour: Play(Black), Style Name: PLAY",
5,Best sound quality for this price,R1FOTZQ0L75O01,https://www.amazon.in/gp/customer-reviews/R1FOTZQ0L75O01/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,The media could not be loaded.,[],2025-01-12,56,"Colour: Play(Black), Style Name: PLAY",
5,Good quality,R3J8MVP6KB9Q1C,https://www.amazon.in/gp/customer-reviews/R3J8MVP6KB9Q1C/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Excellent speaker from MiVi. Thanks to MiVi,[],2025-01-22,33,"Colour: Play(Orange), Style Name: PLAY",
4,Good,R1ISRD1E3AA4MZ,https://www.amazon.in/gp/customer-reviews/R1ISRD1E3AA4MZ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Good,[],2024-11-07,34,"Colour: Play (White), Style Name: PLAY",
5,"Good sound quality, recommend to buy",R3EJJKXO3GX213,https://www.amazon.in/gp/customer-reviews/R3EJJKXO3GX213/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Nice sound quality at 700/-. I recommend to buy for song listening, course learning. Easy to carry",[],2025-01-22,35,"Colour: Play(Black), Style Name: PLAY",
4,Amazing,R2EDTJCQKJLOHH,https://www.amazon.in/gp/customer-reviews/R2EDTJCQKJLOHH/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Good,[],2024-11-11,36,"Colour: Play(Black), Style Name: PLAY",
5,Good,RW798JYC2M2ST,https://www.amazon.in/gp/customer-reviews/RW798JYC2M2ST/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Bass atcha hay,[],2025-01-15,37,"Colour: Play(Black), Style Name: PLAY",
4,Nice,R3DM3YXXYDVV5D,https://www.amazon.in/gp/customer-reviews/R3DM3YXXYDVV5D/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Wow,[],2024-11-03,38,"Colour: Play(Black), Style Name: PLAY",
5,"No issues with the item, value for money",R3FYQRW0B7KBF4,https://www.amazon.in/gp/customer-reviews/R3FYQRW0B7KBF4/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,"No issues with the item, value for money. Despite it being a 5W single, it provides loud volume output and good bass. Sound quality is also good.",[],2024-12-31,39,"Colour: Play(Black), Style Name: PLAY",
5,Sasta Bhi Accha Bhi....,R35G6T29XPTKC8,https://www.amazon.in/gp/customer-reviews/R35G6T29XPTKC8/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,"Cost Effective, Quality Product.....",[],2025-01-09,40,"Colour: Play(Black), Style Name: PLAY",
5,Audio experience,R28MNCR3PIMS1U,https://www.amazon.in/gp/customer-reviews/R28MNCR3PIMS1U/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,"Audio experience is excellent, battery life so good, Recommend to travellers as it is very easy to carry.",[],2024-12-29,41,"Colour: Play(Black), Style Name: PLAY",
4,Sound Quality nice,R15MFC7X8Y9YWC,https://www.amazon.in/gp/customer-reviews/R15MFC7X8Y9YWC/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Chhota pack Bada  Dhamaka,[],2024-10-24,42,"Colour: Play (White), Style Name: PLAY",
4,Little beast,R3QQTE2LTWXZ6R,https://www.amazon.in/gp/customer-reviews/R3QQTE2LTWXZ6R/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,It's smaller in size than expected but produces surprisingly good sound. Also it connects quickly and the loudness is enough to cover a decent sized hall. Good buy at a reasonable price. Would easily give 4-5 hrs on 80-85% volume.,[],2024-09-29,43,"Colour: Play(Black), Style Name: PLAY",
4,Price worthy,R16SD9QD5YPTFA,https://www.amazon.in/gp/customer-reviews/R16SD9QD5YPTFA/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,"Beautiful design, looks decent. Quality product for those who prefer music over noise. I like it!",[],2024-10-12,44,"Colour: Play(Black), Style Name: PLAY",
4,good 👍😊,R2A3GEYSYG9APZ,https://www.amazon.in/gp/customer-reviews/R2A3GEYSYG9APZ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,good sound small package big bang,[],2024-10-19,45,"Colour: Play (White), Style Name: PLAY",
5,Good,R13C7T9ITUFAI5,https://www.amazon.in/gp/customer-reviews/R13C7T9ITUFAI5/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Good product,[],2025-01-06,46,"Colour: Play (Blue), Style Name: PLAY",
4,Sound,RAVLS7AG6SIMJ,https://www.amazon.in/gp/customer-reviews/RAVLS7AG6SIMJ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Product is very good,[],2024-10-15,47,"Colour: Play(Black), Style Name: PLAY",
4,Good Sound Quality for the Price,R6FKNB5KERTKN,https://www.amazon.in/gp/customer-reviews/R6FKNB5KERTKN/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,"The sound quality is impressive given the size and price of the product. It has good battery life and charges quickly. However, it lacks bass and can distort at higher volumes. Overall, it's a good product for the price.",[],2024-09-23,48,"Colour: Play(Black), Style Name: PLAY",
4,Good at this price range,R31H5BRIM6EBHD,https://www.amazon.in/gp/customer-reviews/R31H5BRIM6EBHD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Good at this price range. Don't expect much at this rate. It is just okay.,[],2025-01-22,9,"Colour: Play (White), Style Name: PLAY",
4,Stone,R18XNIKECHP7V3,https://www.amazon.in/gp/customer-reviews/R18XNIKECHP7V3/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Strong bild,[],2025-01-21,10,"Colour: Play (Blue), Style Name: PLAY",
4,Aux is not working,R2V901SMAXJJ85,https://www.amazon.in/gp/customer-reviews/R2V901SMAXJJ85/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,I like the bass of the speaker.. and it's battery life is also good .. but the aux doesn't work properly,['https://m.media-amazon.com/images/I/614y7JHSeVL._SY88.jpg'],2025-01-03,11,"Colour: Play(Black), Style Name: PLAY",
4,Sound quality,R1VT985MB26R1H,https://www.amazon.in/gp/customer-reviews/R1VT985MB26R1H/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Sound quality is good,[],2025-01-15,12,"Colour: Play(Black), Style Name: PLAY",
4,Good quality,R1MEU450LZW09D,https://www.amazon.in/gp/customer-reviews/R1MEU450LZW09D/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,Nice product,[],2025-01-07,13,"Colour: Play(Black), Style Name: PLAY",
4,Nice Product,R22TVGLU1UXT4K,https://www.amazon.in/gp/customer-reviews/R22TVGLU1UXT4K/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Nice Speaker",[],2025-01-22,14,"Colour: Play(Black), Style Name: PLAY",
4,It is very good product,R1XF3E07RMDAP,https://www.amazon.in/gp/customer-reviews/R1XF3E07RMDAP/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B094RCC4L1,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     this is better than boat in this range",['https://m.media-amazon.com/images/I/71BeZ6h8ZNL._SY88.jpg'],2025-01-09,15,"Colour: Play (Turquoise), Style Name: PLAY",
