reviewedIn,userId,userProfileLink,ratingScore,reviewTitle,reviewId,reviewUrl,reviewReaction,reviewDescription,isVerified,isAmazonVine,reviewImages,date,position,variant,variantAttributes,totalCategoryRatings,totalCategoryReviews,reviewCategoryUrl,filterByRating,filterByKeyword,productAsin,productOriginalAsin,variantAsin,product,input,country,countryCode
Reviewed in India on 19 April 2024,amzn1.account.AG2OCS2Z7OQTQSLB7B4XEKF7TNXA,https://www.amazon.in/gp/profile/amzn1.account.AG2OCS2Z7OQTQSLB7B4XEKF7TNXA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Good product,R2R9ZX5JAVRDPR,https://www.amazon.in/gp/customer-reviews/R2R9ZX5JAVRDPR/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C6T54WWJ,2 people found this helpful,Nice sound in this price quality also good,True,False,[],2024-04-19,59,"Colour: Black, 60W","[{'key': 'Colour', 'value': 'Black, 60W'}]",,,https://www.amazon.in/product-reviews/B0C6T54WWJ?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0C6T54WWJ&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0C6T54WWJ,B0C6T54WWJ,B0C6T54WWJ,"{'price': None, 'listPrice': None}",https://www.amazon.in//ZEBRONICS-Theatre-Bluetooth-Powerful-Subwoofer/dp/B0C6T54WWJ/ref=zg_bs_g_1389365031_d_sccl_28/262-4334605-4855948?psc=1,India,
Reviewed in India on 8 May 2024,amzn1.account.AHCCU7ZWKHE7DXLL63C7NIUEELJA,https://www.amazon.in/gp/profile/amzn1.account.AHCCU7ZWKHE7DXLL63C7NIUEELJA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,3,One of the speaker and aux cable is not working,R2MLZWRG6Y7P53,https://www.amazon.in/gp/customer-reviews/R2MLZWRG6Y7P53/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C6T54WWJ,,One of the speaker and aux cable is not working.Apart from this sound quality and apperance is quite good,True,False,[],2024-05-08,60,"Colour: Black, 60W","[{'key': 'Colour', 'value': 'Black, 60W'}]",,,https://www.amazon.in/product-reviews/B0C6T54WWJ?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0C6T54WWJ&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0C6T54WWJ,B0C6T54WWJ,B0C6T54WWJ,"{'price': None, 'listPrice': None}",https://www.amazon.in//ZEBRONICS-Theatre-Bluetooth-Powerful-Subwoofer/dp/B0C6T54WWJ/ref=zg_bs_g_1389365031_d_sccl_28/262-4334605-4855948?psc=1,India,
Reviewed in India on 9 January 2024,amzn1.account.AHHHYAM4MTSBMECH3R2MFYV6DG7Q,https://www.amazon.in/gp/profile/amzn1.account.AHHHYAM4MTSBMECH3R2MFYV6DG7Q/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Good enough,R2TG6I7YNIMUXO,https://www.amazon.in/gp/customer-reviews/R2TG6I7YNIMUXO/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C6T54WWJ,,It is good and enough for me. It sound is clear and it bass and subwoofer is amazing 🤩 I love this product,True,False,[],2024-01-09,61,"Colour: Black, 60W","[{'key': 'Colour', 'value': 'Black, 60W'}]",,,https://www.amazon.in/product-reviews/B0C6T54WWJ?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0C6T54WWJ&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0C6T54WWJ,B0C6T54WWJ,B0C6T54WWJ,"{'price': None, 'listPrice': None}",https://www.amazon.in//ZEBRONICS-Theatre-Bluetooth-Powerful-Subwoofer/dp/B0C6T54WWJ/ref=zg_bs_g_1389365031_d_sccl_28/262-4334605-4855948?psc=1,India,
Reviewed in India on 28 January 2025,amzn1.account.AFU3XYIJU6XFJBZIV5SYCFEDJAKQ,https://www.amazon.in/gp/profile/amzn1.account.AFU3XYIJU6XFJBZIV5SYCFEDJAKQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,1,Pen drive nahin lag sakti,R2F26P0TV90A16,https://www.amazon.in/gp/customer-reviews/R2F26P0TV90A16/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C6T54WWJ,,Ismein pen drive nahin lag sakti hai,True,False,[],2025-01-28,62,Colour: 90W Black,"[{'key': 'Colour', 'value': '90W Black'}]",,,https://www.amazon.in/product-reviews/B0C6T54WWJ?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0C6T54WWJ&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0C6T54WWJ,B0C6T54WWJ,B0C6T54WWJ,"{'price': None, 'listPrice': None}",https://www.amazon.in//ZEBRONICS-Theatre-Bluetooth-Powerful-Subwoofer/dp/B0C6T54WWJ/ref=zg_bs_g_1389365031_d_sccl_28/262-4334605-4855948?psc=1,India,
Reviewed in India on 25 October 2024,amzn1.account.AHWKR363MD7SSH74MKYFZNKJZEDA,https://www.amazon.in/gp/profile/amzn1.account.AHWKR363MD7SSH74MKYFZNKJZEDA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Ok,R22701IO70GTCR,https://www.amazon.in/gp/customer-reviews/R22701IO70GTCR/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C6T54WWJ,,Ok,True,False,[],2024-10-25,63,"Colour: Black, 60W","[{'key': 'Colour', 'value': 'Black, 60W'}]",,,https://www.amazon.in/product-reviews/B0C6T54WWJ?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0C6T54WWJ&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0C6T54WWJ,B0C6T54WWJ,B0C6T54WWJ,"{'price': None, 'listPrice': None}",https://www.amazon.in//ZEBRONICS-Theatre-Bluetooth-Powerful-Subwoofer/dp/B0C6T54WWJ/ref=zg_bs_g_1389365031_d_sccl_28/262-4334605-4855948?psc=1,India,
Reviewed in India on 18 October 2024,amzn1.account.AGXMJSYAGBHMXGH5CO42XFYKGKLQ,https://www.amazon.in/gp/profile/amzn1.account.AGXMJSYAGBHMXGH5CO42XFYKGKLQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,No good,R3T4WWFHWRA6SL,https://www.amazon.in/gp/customer-reviews/R3T4WWFHWRA6SL/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C6T54WWJ,,बहुत खराब है,True,False,['https://m.media-amazon.com/images/I/61KNUcclFHL._SY88.jpg'],2024-10-18,64,"Colour: Black, 60W","[{'key': 'Colour', 'value': 'Black, 60W'}]",,,https://www.amazon.in/product-reviews/B0C6T54WWJ?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0C6T54WWJ&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0C6T54WWJ,B0C6T54WWJ,B0C6T54WWJ,"{'price': None, 'listPrice': None}",https://www.amazon.in//ZEBRONICS-Theatre-Bluetooth-Powerful-Subwoofer/dp/B0C6T54WWJ/ref=zg_bs_g_1389365031_d_sccl_28/262-4334605-4855948?psc=1,India,
Reviewed in India on 15 December 2024,amzn1.account.AENOKGHEIGTOI4EM2FLGYCUMAYBQ,https://www.amazon.in/gp/profile/amzn1.account.AENOKGHEIGTOI4EM2FLGYCUMAYBQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Gud for the prize,R161YUGF4IPHP7,https://www.amazon.in/gp/customer-reviews/R161YUGF4IPHP7/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C6T54WWJ,,Lol i am writing a rivew after using this home theater like 4 to 5 year's maybe now its rest in piece,True,False,[],2024-12-15,25,"Colour: Black, 60W","[{'key': 'Colour', 'value': 'Black, 60W'}]",,,https://www.amazon.in/product-reviews/B0C6T54WWJ?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0C6T54WWJ&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0C6T54WWJ,B0C6T54WWJ,B0C6T54WWJ,"{'price': None, 'listPrice': None}",https://www.amazon.in//ZEBRONICS-Theatre-Bluetooth-Powerful-Subwoofer/dp/B0C6T54WWJ/ref=zg_bs_g_1389365031_d_sccl_28/262-4334605-4855948?psc=1,India,
Reviewed in India on 30 December 2024,amzn1.account.AFFCLZBWLFPWE4FHY4OXJ45QO6BA,https://www.amazon.in/gp/profile/amzn1.account.AFFCLZBWLFPWE4FHY4OXJ45QO6BA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Awesome,R3NE81ULC8WSWD,https://www.amazon.in/gp/customer-reviews/R3NE81ULC8WSWD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C6T54WWJ,,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Under 2500 its provide a awesome sound and bass 🔥",True,False,['https://m.media-amazon.com/images/I/81oXFsdi1PL._SY88.jpg'],2024-12-30,26,"Colour: Black, 60W","[{'key': 'Colour', 'value': 'Black, 60W'}]",,,https://www.amazon.in/product-reviews/B0C6T54WWJ?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0C6T54WWJ&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0C6T54WWJ,B0C6T54WWJ,B0C6T54WWJ,"{'price': None, 'listPrice': None}",https://www.amazon.in//ZEBRONICS-Theatre-Bluetooth-Powerful-Subwoofer/dp/B0C6T54WWJ/ref=zg_bs_g_1389365031_d_sccl_28/262-4334605-4855948?psc=1,India,
Reviewed in India on 28 December 2024,amzn1.account.AEMHGF4U3F7I5S5RTIRZMCLMRUUQ,https://www.amazon.in/gp/profile/amzn1.account.AEMHGF4U3F7I5S5RTIRZMCLMRUUQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,nice,RLH24AY3EQPTT,https://www.amazon.in/gp/customer-reviews/RLH24AY3EQPTT/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C6T54WWJ,,nice thanks to amazon,True,False,"['https://m.media-amazon.com/images/I/61TKJ28QwAL._SY88.jpg', 'https://m.media-amazon.com/images/I/61d8PRZBKnL._SY88.jpg']",2024-12-28,27,Colour: 90W Black,"[{'key': 'Colour', 'value': '90W Black'}]",,,https://www.amazon.in/product-reviews/B0C6T54WWJ?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0C6T54WWJ&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0C6T54WWJ,B0C6T54WWJ,B0C6T54WWJ,"{'price': None, 'listPrice': None}",https://www.amazon.in//ZEBRONICS-Theatre-Bluetooth-Powerful-Subwoofer/dp/B0C6T54WWJ/ref=zg_bs_g_1389365031_d_sccl_28/262-4334605-4855948?psc=1,India,
Reviewed in India on 31 August 2024,amzn1.account.AFRT3KWGMUKUI45FI5375D5SGAZQ,https://www.amazon.in/gp/profile/amzn1.account.AFRT3KWGMUKUI45FI5375D5SGAZQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,"Have sound restriction, low volume",R1WMRE54PJPF4X,https://www.amazon.in/gp/customer-reviews/R1WMRE54PJPF4X/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C6T54WWJ,,"Low volume, but apart from that sound is amazing..",True,False,['https://m.media-amazon.com/images/I/61nyrQW2mZL._SY88.jpg'],2024-08-31,28,"Colour: Black, 60W","[{'key': 'Colour', 'value': 'Black, 60W'}]",,,https://www.amazon.in/product-reviews/B0C6T54WWJ?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0C6T54WWJ&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0C6T54WWJ,B0C6T54WWJ,B0C6T54WWJ,"{'price': None, 'listPrice': None}",https://www.amazon.in//ZEBRONICS-Theatre-Bluetooth-Powerful-Subwoofer/dp/B0C6T54WWJ/ref=zg_bs_g_1389365031_d_sccl_28/262-4334605-4855948?psc=1,India,
Reviewed in India on 29 December 2024,amzn1.account.AF2ORNX4W5Z3KZSRZUIZOT2HPY6Q,https://www.amazon.in/gp/profile/amzn1.account.AF2ORNX4W5Z3KZSRZUIZOT2HPY6Q/ref=cm_cr_othr_d_gw_tr?ie=UTF8,2,No crystal clear sound,R1NE1KSWIOYFMO,https://www.amazon.in/gp/customer-reviews/R1NE1KSWIOYFMO/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0C6T54WWJ,,"It good for medium level , not recommended for high quality sound, just Average Product, No premium feeling, Remote is also Avg.",True,False,[],2024-12-29,29,"Colour: Black, 120W","[{'key': 'Colour', 'value': 'Black, 120W'}]",,,https://www.amazon.in/product-reviews/B0C6T54WWJ?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0C6T54WWJ&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0C6T54WWJ,B0C6T54WWJ,B0C6T54WWJ,"{'price': None, 'listPrice': None}",https://www.amazon.in//ZEBRONICS-Theatre-Bluetooth-Powerful-Subwoofer/dp/B0C6T54WWJ/ref=zg_bs_g_1389365031_d_sccl_28/262-4334605-4855948?psc=1,India,
