reviewedIn,userId,userProfileLink,ratingScore,reviewTitle,reviewId,reviewUrl,reviewReaction,reviewDescription,isVerified,isAmazonVine,reviewImages,date,position,variant,variantAttributes,totalCategoryRatings,totalCategoryReviews,reviewCategoryUrl,filterByRating,filterByKeyword,productAsin,productOriginalAsin,variantAsin,product,input,country,countryCode
Reviewed in India on 17 October 2024,amzn1.account.AEBER33FJKLNUX3XGBQ7TYITZGUQ,https://www.amazon.in/gp/profile/amzn1.account.AEBER33FJKLNUX3XGBQ7TYITZGUQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,1,Not good sound and remote function,R1ETHL9D4NDZI0,https://www.amazon.in/gp/customer-reviews/R1ETHL9D4NDZI0/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,,"Sound is not good like 120, seems 60watt, bad thing useless remote, u can't control speaker bass, power. On every power on it reset sound which is too bad. Very irritating",False,False,[],2024-10-17,79,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=10&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_10&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 11 December 2023,amzn1.account.AGSPTWXO6G6S5AVEKAZ74LWRW3WQ,https://www.amazon.in/gp/profile/amzn1.account.AGSPTWXO6G6S5AVEKAZ74LWRW3WQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,GOOD,RLKP7MT0H905A,https://www.amazon.in/gp/customer-reviews/RLKP7MT0H905A/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,One person found this helpful,"Good sound quality  Nice LED lights ,value for money also , The dynamic flame LEDs  sooper , Sound that immerses you in a rich, high-fidelity audio experience.",False,False,['https://m.media-amazon.com/images/I/61RYQKG6aML._SY88.jpg'],2023-12-11,80,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=10&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_10&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 6 January 2024,amzn1.account.AERPC6HLIWI4F32TA3YANW3OGSIA,https://www.amazon.in/gp/profile/amzn1.account.AERPC6HLIWI4F32TA3YANW3OGSIA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Sound,R1WDJE1844F24,https://www.amazon.in/gp/customer-reviews/R1WDJE1844F24/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,One person found this helpful,Ultimate n handy,True,False,[],2024-01-06,65,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 23 December 2023,amzn1.account.AFANLJUTXZODYLPDSDXBLWSCAJLA,https://www.amazon.in/gp/profile/amzn1.account.AFANLJUTXZODYLPDSDXBLWSCAJLA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Outstanding performance,RLWPKUVX73ACH,https://www.amazon.in/gp/customer-reviews/RLWPKUVX73ACH/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,,NiceOustanding performance,True,False,[],2023-12-23,66,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 29 September 2023,amzn1.account.AFI6TTNZNJFF3UXNGWFDJJF6633A,https://www.amazon.in/gp/profile/amzn1.account.AFI6TTNZNJFF3UXNGWFDJJF6633A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Very good product,R3NGVSAZYU22GJ,https://www.amazon.in/gp/customer-reviews/R3NGVSAZYU22GJ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,6 people found this helpful,"Extraordinary sounds also good light combination ,Bass also good",True,False,[],2023-09-29,67,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 23 November 2023,amzn1.account.AHQXQ7XLEPYYY5RAFYKABBQXKGIQ,https://www.amazon.in/gp/profile/amzn1.account.AHQXQ7XLEPYYY5RAFYKABBQXKGIQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Very nice speak ❤️❤️❤️,R1EF1VYQXBUCZV,https://www.amazon.in/gp/customer-reviews/R1EF1VYQXBUCZV/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,3 people found this helpful,"The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Good quality ❤️❤️",True,False,[],2023-11-23,68,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 6 December 2023,amzn1.account.AG6ST4FPM4HVLBCO2LID6YSTRNDQ,https://www.amazon.in/gp/profile/amzn1.account.AG6ST4FPM4HVLBCO2LID6YSTRNDQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Good,R2EWFQ0TU0O6QV,https://www.amazon.in/gp/customer-reviews/R2EWFQ0TU0O6QV/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,,Perfect,True,False,[],2023-12-06,69,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 27 November 2023,amzn1.account.AFNZUP7VNW372I2RY7KBJLB2P46A,https://www.amazon.in/gp/profile/amzn1.account.AFNZUP7VNW372I2RY7KBJLB2P46A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Awesome,R3KYQ8TZTA35BG,https://www.amazon.in/gp/customer-reviews/R3KYQ8TZTA35BG/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,,Value for money,True,False,[],2023-11-27,70,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 14 May 2024,amzn1.account.AHOA35F5KMA4P5QWNN476CRLQZXA,https://www.amazon.in/gp/profile/amzn1.account.AHOA35F5KMA4P5QWNN476CRLQZXA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,1,Sound quality not good,RCINOJ162KM2C,https://www.amazon.in/gp/customer-reviews/RCINOJ162KM2C/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,One person found this helpful,Sound quality not good in this price don't buy this product,True,False,[],2024-05-14,71,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 26 October 2023,amzn1.account.AFF7VNTB2TCBYQ6Z4QJ5AJ5K3X4A,https://www.amazon.in/gp/profile/amzn1.account.AFF7VNTB2TCBYQ6Z4QJ5AJ5K3X4A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Best for party eska bad ma Gali ka sound king ban Gia thanks Amazon,R3R9CVJDWY2G5Y,https://www.amazon.in/gp/customer-reviews/R3R9CVJDWY2G5Y/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,,Sound,True,False,[],2023-10-26,72,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 26 October 2023,amzn1.account.AHIESPJVQDSTIW7LQCXM5PP4GBVQ,https://www.amazon.in/gp/profile/amzn1.account.AHIESPJVQDSTIW7LQCXM5PP4GBVQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,उच्चतम प्रोडक्ट,R28MV77EDOOJ0F,https://www.amazon.in/gp/customer-reviews/R28MV77EDOOJ0F/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,,इस बजट में एक बेहतरीन प्रोडक्ट है ये ₹१००००  के अंदर,True,False,[],2023-10-26,49,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=7&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_7&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 29 August 2024,amzn1.account.AENGLD3R6SBOODFPLLTD6EPYATKQ,https://www.amazon.in/gp/profile/amzn1.account.AENGLD3R6SBOODFPLLTD6EPYATKQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Good Product,R17SNACRXFN5M3,https://www.amazon.in/gp/customer-reviews/R17SNACRXFN5M3/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,3 people found this helpful,Product is Good and Sound is good.,True,False,[],2024-08-29,50,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=7&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_7&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 12 December 2024,amzn1.account.AHFGGBYPK2XT7TQ4YW7S36EWLHIA,https://www.amazon.in/gp/profile/amzn1.account.AHFGGBYPK2XT7TQ4YW7S36EWLHIA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,1,Duplicate item recv,RQ6TSZROKE80V,https://www.amazon.in/gp/customer-reviews/RQ6TSZROKE80V/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,3 people found this helpful,Item is duplicate sound is so badNo company label,True,False,"['https://m.media-amazon.com/images/I/61OdM3gVS7L._SY88.jpg', 'https://m.media-amazon.com/images/I/61UdRu52oML._SY88.jpg']",2024-12-12,51,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=7&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_7&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 7 November 2024,amzn1.account.AFR76Y2E7ISIQDONS2BY7FJS4TYQ,https://www.amazon.in/gp/profile/amzn1.account.AFR76Y2E7ISIQDONS2BY7FJS4TYQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,1,Worst Product with worst service.,R2MUEZEXG6JBIU,https://www.amazon.in/gp/customer-reviews/R2MUEZEXG6JBIU/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,,"Stopped working just after a month. The service from boat is just pathetic, it took 6 months for claiming the warranty and still not received the product.",True,False,[],2024-11-07,52,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=7&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_7&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 4 December 2023,amzn1.account.AHH5ERRDD44K2O5HIBDR4SZCUC5Q,https://www.amazon.in/gp/profile/amzn1.account.AHH5ERRDD44K2O5HIBDR4SZCUC5Q/ref=cm_cr_othr_d_gw_tr?ie=UTF8,3,Quality wise No super-duper Noraml Quality,RTFXRGTCWS5RO,https://www.amazon.in/gp/customer-reviews/RTFXRGTCWS5RO/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,,average product no prefect,True,False,[],2023-12-04,53,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=7&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_7&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 6 December 2023,amzn1.account.AG7ICYW2OGGCCSH4UD23HWUSXOWQ,https://www.amazon.in/gp/profile/amzn1.account.AG7ICYW2OGGCCSH4UD23HWUSXOWQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Best speaker,RF8LZMI3YEX45,https://www.amazon.in/gp/customer-reviews/RF8LZMI3YEX45/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,5 people found this helpful,"if you are looking for a good sound quality, superb bass in this budget then go for it 👍yes, you should definitely buy this..it's light weight approx 3 kg.. you can easily lift this party speaker.. I really loved it..Thank you boat & amazon 🙏",True,False,[],2023-12-06,54,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=7&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_7&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 2 September 2024,amzn1.account.AG57QMVYK2NPGMZX47VOW2CWFTUQ,https://www.amazon.in/gp/profile/amzn1.account.AG57QMVYK2NPGMZX47VOW2CWFTUQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,1,It's not what I thought,R20R08PHQGPF0L,https://www.amazon.in/gp/customer-reviews/R20R08PHQGPF0L/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,7 people found this helpful,"It's not what I thought , the sound is lowWaste of moneyThis product is not for parties👎🏻 for low sound",True,False,[],2024-09-02,55,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=7&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_7&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 17 October 2024,amzn1.account.AFSZQCWRSDKSEP6XAGTTYC5VTNTQ,https://www.amazon.in/gp/profile/amzn1.account.AFSZQCWRSDKSEP6XAGTTYC5VTNTQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,1,Quality and performance,R1AU085FC80CNK,https://www.amazon.in/gp/customer-reviews/R1AU085FC80CNK/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,One person found this helpful,Quality of the sound is very poor,True,False,[],2024-10-17,56,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=7&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_7&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 4 November 2023,amzn1.account.AH3TJF7NDXZLWMQLR4TO4OX2XX3A,https://www.amazon.in/gp/profile/amzn1.account.AH3TJF7NDXZLWMQLR4TO4OX2XX3A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,3,"Average, High Priced. Read before buying",R1U1J3XB0VWFMW,https://www.amazon.in/gp/customer-reviews/R1U1J3XB0VWFMW/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,7 people found this helpful,"1.Look- Better, 2.Handling- Best. 3.Stand Mounting- Not possible. 4. Power Backup- Better. 5. Bluetooth- Easy connect. 6.Switches- Nice & bold. 7.Accessary Connectivity- Easy. 8. Sound Quality- Bass-average, Mid- Better, High- Poor, High volume distortion- well managed, Echo- poor. Not that good for singing. 9. Extra Mic- Good quality. (Not bright but) 10. OVER ALL- Average quality, highly priced. Should be max of Rs. 7000/-  Free Advice- Try Tribit",True,False,[],2023-11-04,25,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 3 February 2024,amzn1.account.AGSYLFS33WI7JB3PCVZCX6I4D63Q,https://www.amazon.in/gp/profile/amzn1.account.AGSYLFS33WI7JB3PCVZCX6I4D63Q/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Very good,RVXYAG6DKP91Y,https://www.amazon.in/gp/customer-reviews/RVXYAG6DKP91Y/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,3 people found this helpful,Very good product. I am very satisfied with this product. Bass is ok . But in full volume not too much loud in open field but ok. LED is very good. Overall I am satisfied.,True,False,[],2024-02-03,26,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 13 November 2024,amzn1.account.AEIHPTHSP5RZ5SJLEUAA6AVZOBLQ,https://www.amazon.in/gp/profile/amzn1.account.AEIHPTHSP5RZ5SJLEUAA6AVZOBLQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Partypal 300,R19M3K5ZCIB3E6,https://www.amazon.in/gp/customer-reviews/R19M3K5ZCIB3E6/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,,Nice product,True,False,[],2024-11-13,27,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 29 September 2024,amzn1.account.AEXTJ7I6C22BRBZ6GQZD4A5H5RUQ,https://www.amazon.in/gp/profile/amzn1.account.AEXTJ7I6C22BRBZ6GQZD4A5H5RUQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Aweeeeesomeeee,R1FPVECA4P7Q58,https://www.amazon.in/gp/customer-reviews/R1FPVECA4P7Q58/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,9 people found this helpful,"The media could not be loaded.
                
            
                
            
        
    
    








  
  
     I liked the product. Today only delivered. So can't say anything about battery backup.About sound , I can just say excellent... It's groovy and booming... Cannot expect the quality like JBL. But for moderate users, it's sufficient.",True,False,"['https://m.media-amazon.com/images/I/61NP2mBTvSL._SY88.jpg', 'https://m.media-amazon.com/images/I/711uCTasu1L._SY88.jpg']",2024-09-29,28,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
Reviewed in India on 6 October 2024,amzn1.account.AH2OTUPU2QVTWUETQCZ4447NGB4A,https://www.amazon.in/gp/profile/amzn1.account.AH2OTUPU2QVTWUETQCZ4447NGB4A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,2,Sound,R24X9IFUUFDEV2,https://www.amazon.in/gp/customer-reviews/R24X9IFUUFDEV2/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0CG5XTL1R,,The sound of this party pal 300 is lower,True,False,[],2024-10-06,29,Colour: Premium Black,"[{'key': 'Colour', 'value': 'Premium Black'}]",,,https://www.amazon.in/product-reviews/B0CG5XTL1R?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0CG5XTL1R&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0CG5XTL1R,B0CG5XTL1R,B0CG5XTL1R,"{'price': None, 'listPrice': None}",https://www.amazon.in//boAt-Partypal-300-Signature-Bluetooth/dp/B0CG5XTL1R/ref=zg_bs_g_1389365031_d_sccl_28/261-0975833-5917763?psc=1,India,
