reviewedIn,userId,userProfileLink,ratingScore,reviewTitle,reviewId,reviewUrl,reviewReaction,reviewDescription,isVerified,isAmazonVine,reviewImages,date,position,variant,variantAttributes,totalCategoryRatings,totalCategoryReviews,reviewCategoryUrl,filterByRating,filterByKeyword,productAsin,productOriginalAsin,variantAsin,product,input,country,countryCode
Reviewed in India on 27 January 2025,amzn1.account.AFOBYKLK2E4XMT2RDASB4GSVXKEA,https://www.amazon.in/gp/profile/amzn1.account.AFOBYKLK2E4XMT2RDASB4GSVXKEA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Awesome product 👏,R1KOQOVLWFP8KF,https://www.amazon.in/gp/customer-reviews/R1KOQOVLWFP8KF/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,Very nice product. Good quality product with customer delight👍,True,False,[],2025-01-27,27,Colour: Cream Pink,"[{'key': 'Colour', 'value': 'Cream Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 15 November 2024,amzn1.account.AGEYYO26B4TGIGLROC3TKO4TAIAQ,https://www.amazon.in/gp/profile/amzn1.account.AGEYYO26B4TGIGLROC3TKO4TAIAQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Overall Good experience,R2TVHY08A6HCI2,https://www.amazon.in/gp/customer-reviews/R2TVHY08A6HCI2/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,One person found this helpful,"The Speaker offers great sound quality and fun with its wirelessmic and rgb, but its 6-hour playtime could be longer.",True,False,[],2024-11-15,28,Colour: Light Blue,"[{'key': 'Colour', 'value': 'Light Blue'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 25 January 2025,amzn1.account.AGVM7B7AZDOYRGKDRJVO35SCHUWQ,https://www.amazon.in/gp/profile/amzn1.account.AGVM7B7AZDOYRGKDRJVO35SCHUWQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Karioke Speaker for kids,R29K7TU2CIQ802,https://www.amazon.in/gp/customer-reviews/R29K7TU2CIQ802/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,The product is good and my daughter loves it..good quality...,True,False,[],2025-01-25,29,Colour: Pink,"[{'key': 'Colour', 'value': 'Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 22 November 2024,amzn1.account.AEPL6WMSLK72323PCLKSMT5F4OPA,https://www.amazon.in/gp/profile/amzn1.account.AEPL6WMSLK72323PCLKSMT5F4OPA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Good quality,R15NNIJ9469OEP,https://www.amazon.in/gp/customer-reviews/R15NNIJ9469OEP/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,Good one,True,False,[],2024-11-22,30,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 22 October 2024,amzn1.account.AGA3GYGIE3C5R4ALB3W2EZOWFX5A,https://www.amazon.in/gp/profile/amzn1.account.AGA3GYGIE3C5R4ALB3W2EZOWFX5A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Too Small - Lot of echo by default,R4YMGR3FW54PF,https://www.amazon.in/gp/customer-reviews/R4YMGR3FW54PF/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,8 people found this helpful,UPDATE: Accidentally found out how to turn off the echo. Updated the rating to 4 Stars.The mic size is too small compared to what is shown in the description.There is a LOT of echo by default. There is no way to turn it off. This makes the product unusable. It is not mentioned anywhere in the description.,True,False,[],2024-10-22,31,Colour: Black /Cream,"[{'key': 'Colour', 'value': 'Black /Cream'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 28 January 2025,amzn1.account.AFZR7N3MIOTOD47EECZ747INNYNQ,https://www.amazon.in/gp/profile/amzn1.account.AFZR7N3MIOTOD47EECZ747INNYNQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Good,R3EJQS7Q7HYVII,https://www.amazon.in/gp/customer-reviews/R3EJQS7Q7HYVII/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,nice,True,False,[],2025-01-28,32,Colour: Pink,"[{'key': 'Colour', 'value': 'Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=4&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_4&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 7 December 2024,amzn1.account.AG5VKWZDLVMRAGTNZOTLVF63NPTQ,https://www.amazon.in/gp/profile/amzn1.account.AG5VKWZDLVMRAGTNZOTLVF63NPTQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Amazing Speaker,RPV24LOA1XTEF,https://www.amazon.in/gp/customer-reviews/RPV24LOA1XTEF/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,This product is very nice.speaker output also very melodic.,True,False,[],2024-12-07,17,Colour: Jet Black,"[{'key': 'Colour', 'value': 'Jet Black'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=3&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_3&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 23 January 2025,amzn1.account.AFDA2FLNT44UR4MJJYRX77PHXSPQ,https://www.amazon.in/gp/profile/amzn1.account.AFDA2FLNT44UR4MJJYRX77PHXSPQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,3,"Low volume, battery drains quickly, don't buy",R33IQQ2SUJ6ULW,https://www.amazon.in/gp/customer-reviews/R33IQQ2SUJ6ULW/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,"Volume is not up to the satisfaction, battery drains quickly, no return or replacement if product is ok",True,False,[],2025-01-23,18,Colour: Pink,"[{'key': 'Colour', 'value': 'Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=3&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_3&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 2 December 2024,amzn1.account.AGJETL4ZDSEKDZIJCVZER2XNLCZQ,https://www.amazon.in/gp/profile/amzn1.account.AGJETL4ZDSEKDZIJCVZER2XNLCZQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,"Sound quality is good, Normal bluetooth speaker",RE6GF2B72K6EI,https://www.amazon.in/gp/customer-reviews/RE6GF2B72K6EI/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,"MIC is best, speaker Sound quality is good, Normal bluetooth speaker do not expect fine quality",True,False,[],2024-12-02,19,Colour: Blue,"[{'key': 'Colour', 'value': 'Blue'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=3&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_3&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 26 January 2025,amzn1.account.AH3MGV2XX4C3VIB3CGZLCWKERLZA,https://www.amazon.in/gp/profile/amzn1.account.AH3MGV2XX4C3VIB3CGZLCWKERLZA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,3,Sound of the 🎤 is very good,R6DT0R877JTVD,https://www.amazon.in/gp/customer-reviews/R6DT0R877JTVD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,It's size is too small,True,False,[],2025-01-26,20,Colour: Blue,"[{'key': 'Colour', 'value': 'Blue'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=3&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_3&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 28 November 2024,amzn1.account.AEQONUX2EJ3NYGLXAMXEBNB4TKVQ,https://www.amazon.in/gp/profile/amzn1.account.AEQONUX2EJ3NYGLXAMXEBNB4TKVQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Very good product,R84Q8ZKSXL5UD,https://www.amazon.in/gp/customer-reviews/R84Q8ZKSXL5UD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,It's very good product 👍I am Satisfy with this product,True,False,[],2024-11-28,21,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=3&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_3&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
