reviewedIn,userId,userProfileLink,ratingScore,reviewTitle,reviewId,reviewUrl,reviewReaction,reviewDescription,isVerified,isAmazonVine,reviewImages,date,position,variant,variantAttributes,totalCategoryRatings,totalCategoryReviews,reviewCategoryUrl,filterByRating,filterByKeyword,productAsin,productOriginalAsin,variantAsin,product,input,country,countryCode
Reviewed in India on 29 January 2025,amzn1.account.AEFEQGJNPWFRQN4V56JCLNSVROEA,https://www.amazon.in/gp/profile/amzn1.account.AEFEQGJNPWFRQN4V56JCLNSVROEA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Quality and need,RB6IM1DTHRL41,https://www.amazon.in/gp/customer-reviews/RB6IM1DTHRL41/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,Sir the product is very good.Can I get an additional mic .for this product?,True,False,[],2025-01-29,22,Colour: Cream Pink,"[{'key': 'Colour', 'value': 'Cream Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=3&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_3&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 27 January 2025,amzn1.account.AFGDPH5VGLGJ6W6ZWBVX47IDYOGA,https://www.amazon.in/gp/profile/amzn1.account.AFGDPH5VGLGJ6W6ZWBVX47IDYOGA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Very good sound.,RO9MSZ9UALDH9,https://www.amazon.in/gp/customer-reviews/RO9MSZ9UALDH9/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,It was a birthday gift for my grand daughter. It enjoyed it. Using it while playing with her friends and singing.,True,False,[],2025-01-27,23,Colour: Pink,"[{'key': 'Colour', 'value': 'Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=3&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_3&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 26 January 2025,amzn1.account.AH5D5UZIAIJCNAT4LZWK6QQ5VV4Q,https://www.amazon.in/gp/profile/amzn1.account.AH5D5UZIAIJCNAT4LZWK6QQ5VV4Q/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Eska valum kam v to mujhe dusra chahiye,RKMCD01K92XST,https://www.amazon.in/gp/customer-reviews/RKMCD01K92XST/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,Mai es product ko valum jayda tha esliye maine order KiyaMujhe dusra chahiye,True,False,['https://m.media-amazon.com/images/I/616ghkJYAPL._SY88.jpg'],2025-01-26,24,Colour: Light Pink,"[{'key': 'Colour', 'value': 'Light Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=3&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_3&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 30 September 2024,amzn1.account.AGB7GW2WW76NSNO46VUOQWH6S72A,https://www.amazon.in/gp/profile/amzn1.account.AGB7GW2WW76NSNO46VUOQWH6S72A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Loud and echoes a bit,R3OH7TUSYWK4X4,https://www.amazon.in/gp/customer-reviews/R3OH7TUSYWK4X4/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,12 people found this helpful,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Well my kids are extremely happy with the product and the product is just so mini and light weight just perfect for kids ,looks great,feels great and easy to use and easy on the pockets as well. The down side is it echoes.",True,False,[],2024-09-30,65,Colour: Pink,"[{'key': 'Colour', 'value': 'Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 15 October 2024,amzn1.account.AE62GQ2TCKS6QIESMVD6BGKPBIKQ,https://www.amazon.in/gp/profile/amzn1.account.AE62GQ2TCKS6QIESMVD6BGKPBIKQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Nice sound👍,R3MTUUYMX9BMFO,https://www.amazon.in/gp/customer-reviews/R3MTUUYMX9BMFO/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,Good sound but no base👎children Love's this music box👍,True,False,[],2024-10-15,66,Colour: Cream Blue,"[{'key': 'Colour', 'value': 'Cream Blue'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 20 October 2024,amzn1.account.AGYCPBN4LD66ACFGAFBNPQHHOY3A,https://www.amazon.in/gp/profile/amzn1.account.AGYCPBN4LD66ACFGAFBNPQHHOY3A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Thumbs up!,RT71L0P962F6H,https://www.amazon.in/gp/customer-reviews/RT71L0P962F6H/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,Highly satisfied. Recommended to others.,True,False,[],2024-10-20,67,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 10 October 2024,amzn1.account.AFRYWCEC5MUEPVONMDVJBDJH45TA,https://www.amazon.in/gp/profile/amzn1.account.AFRYWCEC5MUEPVONMDVJBDJH45TA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Ptron bluetooth speaker with mic,R1HU39CLVYIS1P,https://www.amazon.in/gp/customer-reviews/R1HU39CLVYIS1P/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,Worth buying. The quality of speaker is good. Easy to operate. Worth it for this price.,True,False,[],2024-10-10,68,Colour: Pink,"[{'key': 'Colour', 'value': 'Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 9 October 2024,amzn1.account.AFGEIQ3R5WIH4CFVQYFB2UANHEUA,https://www.amazon.in/gp/profile/amzn1.account.AFGEIQ3R5WIH4CFVQYFB2UANHEUA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Best for karaoke,RU682TW0UBBJQ,https://www.amazon.in/gp/customer-reviews/RU682TW0UBBJQ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,One person found this helpful,Mic is working very nice.. according to size of speaker gives a good mic 🎤 volume.but littlebit for songs sound quality is average.this is best for karaoke.. entertainment in home.,True,False,[],2024-10-09,69,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 15 November 2024,amzn1.account.AGMTQAUZBJWQ5WS5ZGMFAZUUC4BA,https://www.amazon.in/gp/profile/amzn1.account.AGMTQAUZBJWQ5WS5ZGMFAZUUC4BA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,3,Mic is not good at all. Sound output bad,R2ZU07F8H4MOD,https://www.amazon.in/gp/customer-reviews/R2ZU07F8H4MOD/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,Cordless mic is very low in quality. Not capturing voice properly. BT range is not good. This is only good to listen songs as a speaker. Karaoke is totally a rubbish.,True,False,[],2024-11-15,70,Colour: Jet Black,"[{'key': 'Colour', 'value': 'Jet Black'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 7 October 2024,amzn1.account.AGYVKYILWV2NZE6SY6TUSPTFQTZA,https://www.amazon.in/gp/profile/amzn1.account.AGYVKYILWV2NZE6SY6TUSPTFQTZA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Compact and make quality is good,R13R0FMIT2O0SZ,https://www.amazon.in/gp/customer-reviews/R13R0FMIT2O0SZ/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,"Good for kids and small working cabins, and relaxation places. Mic quality is not so good.",True,False,[],2024-10-07,71,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 20 September 2024,amzn1.account.AHZTIHDZWXXGRV4FVCDOLBGJOMDA,https://www.amazon.in/gp/profile/amzn1.account.AHZTIHDZWXXGRV4FVCDOLBGJOMDA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,For kids,RI0ZFXG6D0UJ8,https://www.amazon.in/gp/customer-reviews/RI0ZFXG6D0UJ8/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,One person found this helpful,Nice product bil quality 👍🏼 my kid is  enjoying 😎 sound nd bace equal nd clear audio nd 1 disadvantage is no option for USB only bluetooth nd sd card 😔 fainaly product is 💯 super,True,False,['https://m.media-amazon.com/images/I/61DV3Tc2LxL._SY88.jpg'],2024-09-20,72,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=9&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_9&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 31 December 2024,amzn1.account.AHERXZZNPHUNIT4IMZIIRBRG36KA,https://www.amazon.in/gp/profile/amzn1.account.AHERXZZNPHUNIT4IMZIIRBRG36KA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Party speaker,RXF7ULL1N3LMA,https://www.amazon.in/gp/customer-reviews/RXF7ULL1N3LMA/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,"Size, colur, texture soo beautiful, quality is good, easy to carry for short party 🎉🥳",True,False,['https://m.media-amazon.com/images/I/715GGkuK-7L._SY88.jpg'],2024-12-31,57,Colour: Cream Pink,"[{'key': 'Colour', 'value': 'Cream Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 5 January 2025,amzn1.account.AFDLBVCUCADXCA6462IP7LI5G7BQ,https://www.amazon.in/gp/profile/amzn1.account.AFDLBVCUCADXCA6462IP7LI5G7BQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Ptron speeker,R2XJCHU8RNAXD0,https://www.amazon.in/gp/customer-reviews/R2XJCHU8RNAXD0/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,Mind-blowing product literally chota packet bada dhamal thnku Amazon,True,False,[],2025-01-05,58,Colour: Pink,"[{'key': 'Colour', 'value': 'Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 21 October 2024,amzn1.account.AGGCKPR7R445GU7ZYMWMCFD5QAWA,https://www.amazon.in/gp/profile/amzn1.account.AGGCKPR7R445GU7ZYMWMCFD5QAWA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Good Product,R3CAJX597SLD33,https://www.amazon.in/gp/customer-reviews/R3CAJX597SLD33/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,"Easy to use, Mic and Speaker Both are Good",True,False,[],2024-10-21,59,Colour: Blue,"[{'key': 'Colour', 'value': 'Blue'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 14 October 2024,amzn1.account.AH6DRKZMMHWKRV7O6PV63FGPZM5A,https://www.amazon.in/gp/profile/amzn1.account.AH6DRKZMMHWKRV7O6PV63FGPZM5A/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Place mic at some distance,RCQQY4PBTG1RR,https://www.amazon.in/gp/customer-reviews/RCQQY4PBTG1RR/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,Mike should be at some distance from speaker so there won't be disturbance. Good product and little echo is coming. Should be manageable.,True,False,[],2024-10-14,60,Colour: Cream Blue,"[{'key': 'Colour', 'value': 'Cream Blue'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 29 November 2024,amzn1.account.AERTOZZ43KW6JU3FNTQ3USEWHHLQ,https://www.amazon.in/gp/profile/amzn1.account.AERTOZZ43KW6JU3FNTQ3USEWHHLQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,"I bought 10W, it's loud.",R1C51ZT7X13VEY,https://www.amazon.in/gp/customer-reviews/R1C51ZT7X13VEY/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,"10W sound is loud enough and interesting. We can play music connecting to Bluetooth. Speaker plays music and at the same time we can play along using the speaker meaning both sound are played together making an interesting mess. That's very interesting. My son really enjoyed and it was making the entire home loud in the first two days. This product was so successful in a way my sister also ordered another one, a different similar product which wasn't loud enough. Anyway go for it.. it's interesting.",True,False,[],2024-11-29,61,Colour: Pink,"[{'key': 'Colour', 'value': 'Pink'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 18 November 2024,amzn1.account.AHEPNSEYJWKHCG5MN46HJ4NWV6SA,https://www.amazon.in/gp/profile/amzn1.account.AHEPNSEYJWKHCG5MN46HJ4NWV6SA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Amazing sound and mic,R2WGP8B426ESZ7,https://www.amazon.in/gp/customer-reviews/R2WGP8B426ESZ7/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,"Received yesterday and used today for gift distribution program at my school almost for an hour. And listeners asked me to purchase this product for them immediately.What a super quality product is this. All functions like connectivity, sound volume, adjustable echo system are just awesome. Mic and sound sizes and shapes are very pretty.1) it is very helpful for speeches. ( I have purchased it especially for speeches)2) Useful for music listening3) karaoke singing can be done also.It would be injustice with this product if I would not give 5 stars.So 5 stars from me to this 'छोटा पॅकेट, बडा धमाका.'",True,False,[],2024-11-18,62,Colour: Blue,"[{'key': 'Colour', 'value': 'Blue'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 27 November 2024,amzn1.account.AHQYTKPOCXDLN7T5U442UNVL7GXQ,https://www.amazon.in/gp/profile/amzn1.account.AHQYTKPOCXDLN7T5U442UNVL7GXQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,3,Sound is average,R344Q9BUZSQ65,https://www.amazon.in/gp/customer-reviews/R344Q9BUZSQ65/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,One person found this helpful,"Its not works like 20 watt, secondly the sound quality is very basic compare to orher products of similar capacity. Also there is no return policy...so order carefully",True,False,['https://m.media-amazon.com/images/I/71AGVcw1w-L._SY88.jpg'],2024-11-27,63,Colour: Cream/Black,"[{'key': 'Colour', 'value': 'Cream/Black'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 17 December 2024,amzn1.account.AFYCOOHOYQ32MXOHWU7MIRQ75IWA,https://www.amazon.in/gp/profile/amzn1.account.AFYCOOHOYQ32MXOHWU7MIRQ75IWA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,5,Awesome product,R32PIP1ZZLLV5G,https://www.amazon.in/gp/customer-reviews/R32PIP1ZZLLV5G/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,"The product is very nice and can be used in many ways. For parties, practice for your kids elocution, prayer etc. A must buy product.",True,False,[],2024-12-17,64,Colour: Jet Black,"[{'key': 'Colour', 'value': 'Jet Black'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=8&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_8&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 6 October 2024,amzn1.account.AEPLC63JZ2SD5L2N66LYH4ZQKLCA,https://www.amazon.in/gp/profile/amzn1.account.AEPLC63JZ2SD5L2N66LYH4ZQKLCA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Value for money buy it🤵,R3AJBDV4QAKHQH,https://www.amazon.in/gp/customer-reviews/R3AJBDV4QAKHQH/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,11 people found this helpful,"The media could not be loaded.
                
            
                
            
        
    
    








  
  
     very nice value for money battery backup 60% volume upto 5- 6 hour and 100% battery backup used to approx 3hour is amazing I'm using 1 week this speaker is valuable for money 📸💯💯💯1 rating minus because packaging not good but over all amazing go for it.",True,False,['https://m.media-amazon.com/images/I/61GcRg+0GsL._SY88.jpg'],2024-10-06,49,Colour: Light Cream,"[{'key': 'Colour', 'value': 'Light Cream'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=7&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_7&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 19 December 2024,amzn1.account.AG337CVE62ZZOUGGSJGTBKM562PQ,https://www.amazon.in/gp/profile/amzn1.account.AG337CVE62ZZOUGGSJGTBKM562PQ/ref=cm_cr_othr_d_gw_tr?ie=UTF8,3,Nice product,R3SY4E51CT6K8W,https://www.amazon.in/gp/customer-reviews/R3SY4E51CT6K8W/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,Good product,True,False,[],2024-12-19,50,Colour: Black,"[{'key': 'Colour', 'value': 'Black'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=7&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_7&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
Reviewed in India on 21 October 2024,amzn1.account.AHMH76ELWFQD2FQKMLVZCAH2MPFA,https://www.amazon.in/gp/profile/amzn1.account.AHMH76ELWFQD2FQKMLVZCAH2MPFA/ref=cm_cr_othr_d_gw_tr?ie=UTF8,4,Nice Product,R1LVJY94SQSVTH,https://www.amazon.in/gp/customer-reviews/R1LVJY94SQSVTH/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0D76YBGP6,,"Very good product in the budget, good bass and speaker sound",True,False,[],2024-10-21,51,Colour: Blue,"[{'key': 'Colour', 'value': 'Blue'}]",,,https://www.amazon.in/product-reviews/B0D76YBGP6?pageNumber=7&filterByStar=all_stars&sortBy=helpful&formatType=all_formats&asin=B0D76YBGP6&reftag=cm_cr_arp_d_paging_btm_next_7&scope=reviewsAjax0,allStars,,B0D76YBGP6,B0D76YBGP6,B0D76YBGP6,"{'price': None, 'listPrice': None}",https://www.amazon.in//pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D76YBGP6/ref=zg_bs_g_1389365031_d_sccl_12/261-0975833-5917763?psc=1,India,
