ratingScore,reviewTitle,reviewId,reviewUrl,reviewDescription,reviewImages,date,position,variant,totalCategoryRatings
5,Nice Sound,RHY4QYD9BCRQO,https://www.amazon.in/gp/customer-reviews/RHY4QYD9BCRQO/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DH2KTW84,Sound quality is very nice. Speaker plastic quality is also nice. And Speaker mic is very good. Speaker has good functions.,"['https://m.media-amazon.com/images/I/715trsfG5KL._SY88.jpg', 'https://m.media-amazon.com/images/I/71lWHyPFx2L._SY88.jpg']",2025-01-10,32,Colour: Satin Black,
5,Very Good Sound,RNL1WCJLCEQZ2,https://www.amazon.in/gp/customer-reviews/RNL1WCJLCEQZ2/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DH2KTW84,I am purchasing this Sound bar and use it several days so I have shared my experience for this.Really it is a very good product.  it's sound and bass is also good it is worth it for this price and it's led lights and battery backup is also very good so if you think a buy new sound bar so this is a good optionThanks Amazon,['https://m.media-amazon.com/images/I/71fiYMyeZEL._SY88.jpg'],2024-10-24,65,Colour: Jade Black,
5,Good quality,R31E55RZYS6NPL,https://www.amazon.in/gp/customer-reviews/R31E55RZYS6NPL/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DH2KTW84,"The PTron 60 W Bluetooth Party Speaker offers a lot of bang for your buck. Its loud and clear sound, especially the bass, is impressive for its price point. The built-in karaoke mic and RGB lights add a fun element, making it a great choice for parties. Multiple connectivity options, including Bluetooth, USB, and SD card, ensure flexibility. it's a solid option for a budget-friendly party speaker great features",['https://m.media-amazon.com/images/I/71uJqh76ovL._SY88.jpg'],2024-10-25,66,Colour: Jade Black,
5,Wonderful Experience,R1E16QFBKUFJF5,https://www.amazon.in/gp/customer-reviews/R1E16QFBKUFJF5/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DH2KTW84,"Really a good deal in sub 2k value, good bass and loudness, extra control options for microphone making it more useful for house party & picnic, RGB lights adding party element, battery back is reasonably decent.Value for monery, worth buying 👍",['https://m.media-amazon.com/images/I/71y0ZbGvhuL._SY88.jpg'],2024-11-26,67,Colour: Satin Black,
5,Best Speaker with mic,R1B7R5S9VQE579,https://www.amazon.in/gp/customer-reviews/R1B7R5S9VQE579/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DH2KTW84,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     The build quality of the speaker is very good with the base and treble is very good to control the volume and size is perfect for a small party am very satisfied with the sound and light of the speaker.","['https://m.media-amazon.com/images/I/61AxDnZX5GL._SY88.jpg', 'https://m.media-amazon.com/images/I/61Bs3k1FpiL._SY88.jpg', 'https://m.media-amazon.com/images/I/61Ljr3xgIoL._SY88.jpg', 'https://m.media-amazon.com/images/I/61R2hdOOpHL._SY88.jpg', 'https://m.media-amazon.com/images/I/61hnVO8XruL._SY88.jpg']",2024-11-30,68,Colour: Satin Black,
5,Sound quality,RL8VJ24FE5JF9,https://www.amazon.in/gp/customer-reviews/RL8VJ24FE5JF9/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DH2KTW84,"The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Just perfect in size. Mic is really nice and sound quality is on top. Volume is really good and base is nice as well.... Keep your hands on this speaker without second thoughts it's just perfect in this price.",['https://m.media-amazon.com/images/I/710Zg90dZbL._SY88.jpg'],2024-12-07,69,Colour: Jade Black,
1,Waste of money!!!,R1WNADHI0RE41H,https://www.amazon.in/gp/customer-reviews/R1WNADHI0RE41H/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DH2KTW84,"Doesn't work from the day one. Tried to return it, but Amazon Site doesn't allow. What a waste of money. I bought this for my daughter.",[],2025-01-27,70,Colour: Satin Black,
1,Not wrak jab chalu kiya bettery low aati hr,RQDNBQSEBL8FX,https://www.amazon.in/gp/customer-reviews/RQDNBQSEBL8FX/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DH2KTW84,Ye sab likhate hai ke vapis lenge par jab Riten kare ka process karo to bahut saval karte he par vapis nahi lete mere sath aes ho raha he,['https://m.media-amazon.com/images/I/71GWfMMDFNL._SY88.jpg'],2025-01-21,71,Colour: Satin Black,
5,Awesome speaker,RD86SNPXB3GYR,https://www.amazon.in/gp/customer-reviews/RD86SNPXB3GYR/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DH2KTW84,"i truly loved this ptron speaker ....everything about it totally awesome............its battery life is excellent.....looks very cool,audio range is amazing ,lightweighted,with strong built quality...and mic cord is also very long and mic works totally good.i am so glad that i purchased this speaker.",[],2024-11-16,72,Colour: Satin Black,
5,Amazing,R2TAWE2AVKIDIV,https://www.amazon.in/gp/customer-reviews/R2TAWE2AVKIDIV/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DH2KTW84,"Affordable and feature-rich, a great buy!Worth every penny, highly recommend!",['https://m.media-amazon.com/images/I/71t5Fvw6ubL._SY88.jpg'],2025-01-01,49,Colour: Satin Black,
2,Loud,R19EED0Z3KMWIE,https://www.amazon.in/gp/customer-reviews/R19EED0Z3KMWIE/ref=cm_cr_othr_d_rvw_ttl?ie=UTF8&ASIN=B0DH2KTW84,Loud but bass quality too poor,[],2024-12-24,50,Colour: Jade Black,
